,ESTACION,MAGNITUD,ANO,MES,DIA,valor_medido,fecha
3703,4,83,2022,9,1,25.0,2022-09-01
8756,4,83,2022,9,2,24.6,2022-09-02
13809,4,83,2022,9,3,23.6,2022-09-03
18862,4,83,2022,9,4,23.1,2022-09-04
23915,4,83,2022,9,5,22.3,2022-09-05
28968,4,83,2022,9,6,22.8,2022-09-06
34021,4,83,2022,9,7,21.9,2022-09-07
39074,4,83,2022,9,8,23.7,2022-09-08
44127,4,83,2022,9,9,26.1,2022-09-09
49180,4,83,2022,9,10,26.8,2022-09-10
54233,4,83,2022,9,11,27.0,2022-09-11
59286,4,83,2022,9,12,26.6,2022-09-12
64339,4,83,2022,9,13,21.6,2022-09-13
69392,4,83,2022,9,14,20.4,2022-09-14
74445,4,83,2022,9,15,20.9,2022-09-15
79498,4,83,2022,9,16,22.1,2022-09-16
84551,4,83,2022,9,17,22.9,2022-09-17
89604,4,83,2022,9,18,24.5,2022-09-18
94657,4,83,2022,9,19,23.6,2022-09-19
99710,4,83,2022,9,20,22.9,2022-09-20
104763,4,83,2022,9,21,23.0,2022-09-21
109816,4,83,2022,9,22,22.6,2022-09-22
114869,4,83,2022,9,23,23.1,2022-09-23
119922,4,83,2022,9,24,21.0,2022-09-24
124975,4,83,2022,9,25,16.5,2022-09-25
130028,4,83,2022,9,26,17.3,2022-09-26
135081,4,83,2022,9,27,17.5,2022-09-27
140134,4,83,2022,9,28,18.0,2022-09-28
145187,4,83,2022,9,29,14.9,2022-09-29
150240,4,83,2022,9,30,15.7,2022-09-30
3704,4,83,2022,10,1,16.8,2022-10-01
8757,4,83,2022,10,2,17.9,2022-10-02
13810,4,83,2022,10,3,19.9,2022-10-03
18863,4,83,2022,10,4,21.1,2022-10-04
23916,4,83,2022,10,5,20.8,2022-10-05
28969,4,83,2022,10,6,22.0,2022-10-06
34022,4,83,2022,10,7,19.0,2022-10-07
39075,4,83,2022,10,8,19.3,2022-10-08
44128,4,83,2022,10,9,20.6,2022-10-09
49181,4,83,2022,10,10,17.6,2022-10-10
54234,4,83,2022,10,11,18.7,2022-10-11
59287,4,83,2022,10,12,18.8,2022-10-12
64340,4,83,2022,10,13,19.0,2022-10-13
69393,4,83,2022,10,14,19.6,2022-10-14
74446,4,83,2022,10,15,19.6,2022-10-15
79499,4,83,2022,10,16,19.0,2022-10-16
84552,4,83,2022,10,17,20.8,2022-10-17
89605,4,83,2022,10,18,21.0,2022-10-18
94658,4,83,2022,10,19,20.0,2022-10-19
99711,4,83,2022,10,20,17.4,2022-10-20
104764,4,83,2022,10,21,16.4,2022-10-21
109817,4,83,2022,10,22,17.1,2022-10-22
114870,4,83,2022,10,23,16.3,2022-10-23
119923,4,83,2022,10,24,15.5,2022-10-24
124976,4,83,2022,10,25,18.3,2022-10-25
130029,4,83,2022,10,26,18.5,2022-10-26
135082,4,83,2022,10,27,20.1,2022-10-27
140135,4,83,2022,10,28,18.7,2022-10-28
145188,4,83,2022,10,29,18.8,2022-10-29
150241,4,83,2022,10,30,15.7,2022-10-30
155294,4,83,2022,10,31,13.9,2022-10-31
3705,4,83,2022,11,1,16.8,2022-11-01
8758,4,83,2022,11,2,15.5,2022-11-02
13811,4,83,2022,11,3,14.2,2022-11-03
18864,4,83,2022,11,4,13.1,2022-11-04
23917,4,83,2022,11,5,10.2,2022-11-05
28970,4,83,2022,11,6,11.4,2022-11-06
34023,4,83,2022,11,7,12.5,2022-11-07
39076,4,83,2022,11,8,13.7,2022-11-08
44129,4,83,2022,11,9,13.3,2022-11-09
49182,4,83,2022,11,10,11.5,2022-11-10
54235,4,83,2022,11,11,12.9,2022-11-11
59288,4,83,2022,11,12,15.2,2022-11-12
64341,4,83,2022,11,13,14.6,2022-11-13
69394,4,83,2022,11,14,12.5,2022-11-14
74447,4,83,2022,11,15,13.8,2022-11-15
79500,4,83,2022,11,16,12.4,2022-11-16
84553,4,83,2022,11,17,14.7,2022-11-17
89606,4,83,2022,11,18,11.2,2022-11-18
94659,4,83,2022,11,19,9.2,2022-11-19
99712,4,83,2022,11,20,11.7,2022-11-20
104765,4,83,2022,11,21,11.7,2022-11-21
109818,4,83,2022,11,22,8.6,2022-11-22
114871,4,83,2022,11,23,14.4,2022-11-23
119924,4,83,2022,11,24,12.3,2022-11-24
124977,4,83,2022,11,25,12.0,2022-11-25
130030,4,83,2022,11,26,7.4,2022-11-26
135083,4,83,2022,11,27,8.2,2022-11-27
140136,4,83,2022,11,28,9.4,2022-11-28
145189,4,83,2022,11,29,8.0,2022-11-29
150242,4,83,2022,11,30,7.7,2022-11-30
3706,4,83,2022,12,1,8.9,2022-12-01
8759,4,83,2022,12,2,6.7,2022-12-02
13812,4,83,2022,12,3,5.0,2022-12-03
18865,4,83,2022,12,4,5.7,2022-12-04
23918,4,83,2022,12,5,8.3,2022-12-05
28971,4,83,2022,12,6,10.8,2022-12-06
34024,4,83,2022,12,7,10.4,2022-12-07
39077,4,83,2022,12,8,9.8,2022-12-08
44130,4,83,2022,12,9,9.9,2022-12-09
49183,4,83,2022,12,10,10.0,2022-12-10
54236,4,83,2022,12,11,8.0,2022-12-11
59289,4,83,2022,12,12,11.9,2022-12-12
64342,4,83,2022,12,13,14.0,2022-12-13
69395,4,83,2022,12,14,12.1,2022-12-14
74448,4,83,2022,12,15,10.2,2022-12-15
79501,4,83,2022,12,16,9.6,2022-12-16
84554,4,83,2022,12,17,10.9,2022-12-17
89607,4,83,2022,12,18,8.4,2022-12-18
94660,4,83,2022,12,19,7.9,2022-12-19
99713,4,83,2022,12,20,8.0,2022-12-20
104766,4,83,2022,12,21,11.4,2022-12-21
109819,4,83,2022,12,22,12.4,2022-12-22
114872,4,83,2022,12,23,11.8,2022-12-23
119925,4,83,2022,12,24,10.2,2022-12-24
124978,4,83,2022,12,25,10.6,2022-12-25
130031,4,83,2022,12,26,10.6,2022-12-26
135084,4,83,2022,12,27,8.9,2022-12-27
140137,4,83,2022,12,28,8.6,2022-12-28
145190,4,83,2022,12,29,10.9,2022-12-29
150243,4,83,2022,12,30,12.1,2022-12-30
155296,4,83,2022,12,31,9.3,2022-12-31
4666,4,83,2023,1,1,10.6,2023-01-01
9719,4,83,2023,1,2,11.6,2023-01-02
14772,4,83,2023,1,3,8.4,2023-01-03
19825,4,83,2023,1,4,6.4,2023-01-04
24878,4,83,2023,1,5,6.4,2023-01-05
29931,4,83,2023,1,6,5.8,2023-01-06
34984,4,83,2023,1,7,4.5,2023-01-07
40037,4,83,2023,1,8,10.9,2023-01-08
45090,4,83,2023,1,9,11.8,2023-01-09
50143,4,83,2023,1,10,6.9,2023-01-10
55196,4,83,2023,1,11,7.6,2023-01-11
60249,4,83,2023,1,12,6.0,2023-01-12
65302,4,83,2023,1,13,7.7,2023-01-13
70355,4,83,2023,1,14,6.4,2023-01-14
75408,4,83,2023,1,15,6.8,2023-01-15
80461,4,83,2023,1,16,7.2,2023-01-16
85514,4,83,2023,1,17,8.5,2023-01-17
90567,4,83,2023,1,18,4.7,2023-01-18
95620,4,83,2023,1,19,5.3,2023-01-19
100673,4,83,2023,1,20,10.9,2023-01-20
105726,4,83,2023,1,21,7.5,2023-01-21
110779,4,83,2023,1,22,5.0,2023-01-22
115832,4,83,2023,1,23,3.6,2023-01-23
120885,4,83,2023,1,24,3.2,2023-01-24
125938,4,83,2023,1,25,5.2,2023-01-25
130991,4,83,2023,1,26,5.1,2023-01-26
136044,4,83,2023,1,27,3.4,2023-01-27
141097,4,83,2023,1,28,5.0,2023-01-28
146150,4,83,2023,1,29,2.9,2023-01-29
151203,4,83,2023,1,30,3.7,2023-01-30
156256,4,83,2023,1,31,3.5,2023-01-31
4667,4,83,2023,2,1,5.3,2023-02-01
9720,4,83,2023,2,2,6.0,2023-02-02
14773,4,83,2023,2,3,6.8,2023-02-03
19826,4,83,2023,2,4,7.5,2023-02-04
24879,4,83,2023,2,5,8.3,2023-02-05
29932,4,83,2023,2,6,5.9,2023-02-06
34985,4,83,2023,2,7,5.6,2023-02-07
40038,4,83,2023,2,8,6.6,2023-02-08
45091,4,83,2023,2,9,7.8,2023-02-09
50144,4,83,2023,2,10,6.5,2023-02-10
55197,4,83,2023,2,11,6.8,2023-02-11
60250,4,83,2023,2,12,7.3,2023-02-12
65303,4,83,2023,2,13,6.8,2023-02-13
70356,4,83,2023,2,14,8.2,2023-02-14
75409,4,83,2023,2,15,9.8,2023-02-15
80462,4,83,2023,2,16,8.6,2023-02-16
85515,4,83,2023,2,17,9.2,2023-02-17
90568,4,83,2023,2,18,9.4,2023-02-18
95621,4,83,2023,2,19,12.9,2023-02-19
100674,4,83,2023,2,20,13.8,2023-02-20
105727,4,83,2023,2,21,12.7,2023-02-21
110780,4,83,2023,2,22,11.0,2023-02-22
115833,4,83,2023,2,23,7.4,2023-02-23
120886,4,83,2023,2,24,4.5,2023-02-24
125939,4,83,2023,2,25,4.3,2023-02-25
130992,4,83,2023,2,26,5.6,2023-02-26
136045,4,83,2023,2,27,3.9,2023-02-27
141098,4,83,2023,2,28,3.2,2023-02-28
4668,4,83,2023,3,1,2.5,2023-03-01
9721,4,83,2023,3,2,4.3,2023-03-02
14774,4,83,2023,3,3,5.9,2023-03-03
19827,4,83,2023,3,4,6.8,2023-03-04
24880,4,83,2023,3,5,4.6,2023-03-05
29933,4,83,2023,3,6,9.2,2023-03-06
34986,4,83,2023,3,7,11.5,2023-03-07
40039,4,83,2023,3,8,13.2,2023-03-08
45092,4,83,2023,3,9,14.1,2023-03-09
50145,4,83,2023,3,10,14.3,2023-03-10
55198,4,83,2023,3,11,15.0,2023-03-11
60251,4,83,2023,3,12,16.7,2023-03-12
65304,4,83,2023,3,13,14.6,2023-03-13
70357,4,83,2023,3,14,12.9,2023-03-14
75410,4,83,2023,3,15,12.4,2023-03-15
80463,4,83,2023,3,16,14.6,2023-03-16
85516,4,83,2023,3,17,14.4,2023-03-17
90569,4,83,2023,3,18,11.7,2023-03-18
95622,4,83,2023,3,19,13.1,2023-03-19
100675,4,83,2023,3,20,12.9,2023-03-20
105728,4,83,2023,3,21,14.0,2023-03-21
110781,4,83,2023,3,22,15.0,2023-03-22
115834,4,83,2023,3,23,15.4,2023-03-23
120887,4,83,2023,3,24,14.2,2023-03-24
125940,4,83,2023,3,25,14.5,2023-03-25
130993,4,83,2023,3,26,15.7,2023-03-26
136046,4,83,2023,3,27,14.0,2023-03-27
141099,4,83,2023,3,28,14.6,2023-03-28
146152,4,83,2023,3,29,16.7,2023-03-29
151205,4,83,2023,3,30,17.5,2023-03-30
156258,4,83,2023,3,31,16.3,2023-03-31
4669,4,83,2023,4,1,14.7,2023-04-01
9722,4,83,2023,4,2,13.1,2023-04-02
14775,4,83,2023,4,3,12.9,2023-04-03
19828,4,83,2023,4,4,13.8,2023-04-04
24881,4,83,2023,4,5,14.1,2023-04-05
29934,4,83,2023,4,6,16.1,2023-04-06
34987,4,83,2023,4,7,17.2,2023-04-07
40040,4,83,2023,4,8,17.5,2023-04-08
45093,4,83,2023,4,9,18.3,2023-04-09
50146,4,83,2023,4,10,20.3,2023-04-10
55199,4,83,2023,4,11,19.6,2023-04-11
60252,4,83,2023,4,12,16.3,2023-04-12
65305,4,83,2023,4,13,12.4,2023-04-13
70358,4,83,2023,4,14,14.6,2023-04-14
75411,4,83,2023,4,15,17.1,2023-04-15
80464,4,83,2023,4,16,18.3,2023-04-16
85517,4,83,2023,4,17,17.7,2023-04-17
90570,4,83,2023,4,18,16.6,2023-04-18
95623,4,83,2023,4,19,18.1,2023-04-19
100676,4,83,2023,4,20,19.6,2023-04-20
105729,4,83,2023,4,21,19.4,2023-04-21
110782,4,83,2023,4,22,16.6,2023-04-22
115835,4,83,2023,4,23,17.6,2023-04-23
120888,4,83,2023,4,24,19.6,2023-04-24
125941,4,83,2023,4,25,21.8,2023-04-25
130994,4,83,2023,4,26,22.1,2023-04-26
136047,4,83,2023,4,27,23.1,2023-04-27
141100,4,83,2023,4,28,23.9,2023-04-28
146153,4,83,2023,4,29,22.1,2023-04-29
151206,4,83,2023,4,30,20.5,2023-04-30
4670,4,83,2023,5,1,20.2,2023-05-01
9723,4,83,2023,5,2,21.2,2023-05-02
14776,4,83,2023,5,3,22.7,2023-05-03
19829,4,83,2023,5,4,20.7,2023-05-04
24882,4,83,2023,5,5,20.1,2023-05-05
29935,4,83,2023,5,6,20.0,2023-05-06
34988,4,83,2023,5,7,22.4,2023-05-07
40041,4,83,2023,5,8,22.3,2023-05-08
45094,4,83,2023,5,9,23.7,2023-05-09
50147,4,83,2023,5,10,19.6,2023-05-10
55200,4,83,2023,5,11,16.4,2023-05-11
60253,4,83,2023,5,12,14.2,2023-05-12
65306,4,83,2023,5,13,14.8,2023-05-13
70359,4,83,2023,5,14,15.6,2023-05-14
75412,4,83,2023,5,15,15.8,2023-05-15
80465,4,83,2023,5,16,16.4,2023-05-16
85518,4,83,2023,5,17,15.6,2023-05-17
90571,4,83,2023,5,18,15.5,2023-05-18
95624,4,83,2023,5,19,15.2,2023-05-19
100677,4,83,2023,5,20,15.0,2023-05-20
105730,4,83,2023,5,21,15.8,2023-05-21
110783,4,83,2023,5,22,18.8,2023-05-22
115836,4,83,2023,5,23,17.6,2023-05-23
120889,4,83,2023,5,24,18.2,2023-05-24
125942,4,83,2023,5,25,18.8,2023-05-25
130995,4,83,2023,5,26,15.6,2023-05-26
136048,4,83,2023,5,27,17.6,2023-05-27
141101,4,83,2023,5,28,15.6,2023-05-28
146154,4,83,2023,5,29,17.0,2023-05-29
151207,4,83,2023,5,30,17.2,2023-05-30
156260,4,83,2023,5,31,18.8,2023-05-31
4671,4,83,2023,6,1,18.4,2023-06-01
9724,4,83,2023,6,2,18.7,2023-06-02
14777,4,83,2023,6,3,19.4,2023-06-03
19830,4,83,2023,6,4,21.0,2023-06-04
24883,4,83,2023,6,5,21.3,2023-06-05
29936,4,83,2023,6,6,22.7,2023-06-06
34989,4,83,2023,6,7,19.0,2023-06-07
40042,4,83,2023,6,8,18.5,2023-06-08
45095,4,83,2023,6,9,20.1,2023-06-09
50148,4,83,2023,6,10,22.1,2023-06-10
55201,4,83,2023,6,11,23.1,2023-06-11
60254,4,83,2023,6,12,23.0,2023-06-12
65307,4,83,2023,6,13,21.0,2023-06-13
70360,4,83,2023,6,14,22.4,2023-06-14
75413,4,83,2023,6,15,25.1,2023-06-15
80466,4,83,2023,6,16,26.9,2023-06-16
85519,4,83,2023,6,17,27.3,2023-06-17
90572,4,83,2023,6,18,25.8,2023-06-18
95625,4,83,2023,6,19,24.8,2023-06-19
100678,4,83,2023,6,20,23.8,2023-06-20
105731,4,83,2023,6,21,22.4,2023-06-21
110784,4,83,2023,6,22,23.0,2023-06-22
115837,4,83,2023,6,23,26.7,2023-06-23
120890,4,83,2023,6,24,28.4,2023-06-24
125943,4,83,2023,6,25,29.9,2023-06-25
130996,4,83,2023,6,26,30.5,2023-06-26
136049,4,83,2023,6,27,30.1,2023-06-27
141102,4,83,2023,6,28,30.0,2023-06-28
146155,4,83,2023,6,29,27.9,2023-06-29
151208,4,83,2023,6,30,23.3,2023-06-30
4672,4,83,2023,7,1,26.0,2023-07-01
9725,4,83,2023,7,2,27.8,2023-07-02
14778,4,83,2023,7,3,29.3,2023-07-03
19831,4,83,2023,7,4,28.4,2023-07-04
24884,4,83,2023,7,5,27.5,2023-07-05
29937,4,83,2023,7,6,28.1,2023-07-06
34990,4,83,2023,7,7,27.9,2023-07-07
40043,4,83,2023,7,8,27.2,2023-07-08
45096,4,83,2023,7,9,27.3,2023-07-09
50149,4,83,2023,7,10,29.7,2023-07-10
55202,4,83,2023,7,11,30.9,2023-07-11
60255,4,83,2023,7,12,28.2,2023-07-12
65308,4,83,2023,7,13,28.8,2023-07-13
70361,4,83,2023,7,14,29.4,2023-07-14
75414,4,83,2023,7,15,26.9,2023-07-15
80467,4,83,2023,7,16,26.9,2023-07-16
85520,4,83,2023,7,17,29.0,2023-07-17
90573,4,83,2023,7,18,31.9,2023-07-18
95626,4,83,2023,7,19,32.4,2023-07-19
100679,4,83,2023,7,20,29.5,2023-07-20
105732,4,83,2023,7,21,27.2,2023-07-21
110785,4,83,2023,7,22,26.4,2023-07-22
115838,4,83,2023,7,23,27.1,2023-07-23
120891,4,83,2023,7,24,26.6,2023-07-24
125944,4,83,2023,7,25,25.2,2023-07-25
130997,4,83,2023,7,26,26.5,2023-07-26
136050,4,83,2023,7,27,27.6,2023-07-27
141103,4,83,2023,7,28,27.8,2023-07-28
146156,4,83,2023,7,29,28.6,2023-07-29
151209,4,83,2023,7,30,29.8,2023-07-30
156262,4,83,2023,7,31,30.8,2023-07-31
4673,4,83,2023,8,1,30.0,2023-08-01
9726,4,83,2023,8,2,29.1,2023-08-02
14779,4,83,2023,8,3,27.1,2023-08-03
19832,4,83,2023,8,4,22.4,2023-08-04
24885,4,83,2023,8,5,24.9,2023-08-05
29938,4,83,2023,8,6,28.2,2023-08-06
34991,4,83,2023,8,7,27.9,2023-08-07
40044,4,83,2023,8,8,30.6,2023-08-08
45097,4,83,2023,8,9,31.8,2023-08-09
50150,4,83,2023,8,10,32.2,2023-08-10
55203,4,83,2023,8,11,30.1,2023-08-11
60256,4,83,2023,8,12,30.6,2023-08-12
65309,4,83,2023,8,13,29.9,2023-08-13
70362,4,83,2023,8,14,29.1,2023-08-14
75415,4,83,2023,8,15,28.3,2023-08-15
80468,4,83,2023,8,16,28.4,2023-08-16
85521,4,83,2023,8,17,28.1,2023-08-17
90574,4,83,2023,8,18,28.1,2023-08-18
95627,4,83,2023,8,19,29.3,2023-08-19
100680,4,83,2023,8,20,30.5,2023-08-20
105733,4,83,2023,8,21,32.1,2023-08-21
110786,4,83,2023,8,22,32.7,2023-08-22
115839,4,83,2023,8,23,32.8,2023-08-23
120892,4,83,2023,8,24,32.1,2023-08-24
125945,4,83,2023,8,25,31.6,2023-08-25
130998,4,83,2023,8,26,27.9,2023-08-26
136051,4,83,2023,8,27,20.8,2023-08-27
141104,4,83,2023,8,28,22.1,2023-08-28
146157,4,83,2023,8,29,23.1,2023-08-29
151210,4,83,2023,8,30,23.0,2023-08-30
156263,4,83,2023,8,31,24.4,2023-08-31
4674,4,83,2023,9,1,24.8,2023-09-01
9727,4,83,2023,9,2,19.5,2023-09-02
14780,4,83,2023,9,3,18.2,2023-09-03
19833,4,83,2023,9,4,20.0,2023-09-04
24886,4,83,2023,9,5,22.8,2023-09-05
29939,4,83,2023,9,6,23.3,2023-09-06
34992,4,83,2023,9,7,24.9,2023-09-07
40045,4,83,2023,9,8,25.7,2023-09-08
45098,4,83,2023,9,9,24.1,2023-09-09
50151,4,83,2023,9,10,23.9,2023-09-10
55204,4,83,2023,9,11,22.1,2023-09-11
60257,4,83,2023,9,12,21.5,2023-09-12
65310,4,83,2023,9,13,22.7,2023-09-13
70363,4,83,2023,9,14,23.5,2023-09-14
75416,4,83,2023,9,15,21.7,2023-09-15
80469,4,83,2023,9,16,20.2,2023-09-16
85522,4,83,2023,9,17,18.4,2023-09-17
90575,4,83,2023,9,18,18.1,2023-09-18
95628,4,83,2023,9,19,19.1,2023-09-19
100681,4,83,2023,9,20,19.5,2023-09-20
105734,4,83,2023,9,21,17.0,2023-09-21
110787,4,83,2023,9,22,17.2,2023-09-22
115840,4,83,2023,9,23,16.9,2023-09-23
120893,4,83,2023,9,24,18.7,2023-09-24
125946,4,83,2023,9,25,20.3,2023-09-25
130999,4,83,2023,9,26,20.7,2023-09-26
136052,4,83,2023,9,27,21.3,2023-09-27
141105,4,83,2023,9,28,21.8,2023-09-28
146158,4,83,2023,9,29,23.0,2023-09-29
151211,4,83,2023,9,30,23.3,2023-09-30
