,ESTACION,MAGNITUD,ANO,MES,DIA,valor_medido,fecha
627,4,83,2019,1,1,4.5,2019-01-01
5680,4,83,2019,1,2,4.0,2019-01-02
10733,4,83,2019,1,3,4.3,2019-01-03
15786,4,83,2019,1,4,4.1,2019-01-04
20839,4,83,2019,1,5,3.6,2019-01-05
25892,4,83,2019,1,6,3.7,2019-01-06
30945,4,83,2019,1,7,4.2,2019-01-07
35998,4,83,2019,1,8,4.7,2019-01-08
41051,4,83,2019,1,9,6.2,2019-01-09
46104,4,83,2019,1,10,4.1,2019-01-10
51157,4,83,2019,1,11,1.9,2019-01-11
56210,4,83,2019,1,12,2.9,2019-01-12
61263,4,83,2019,1,13,3.4,2019-01-13
66316,4,83,2019,1,14,5.1,2019-01-14
71369,4,83,2019,1,15,5.6,2019-01-15
76422,4,83,2019,1,16,4.0,2019-01-16
81475,4,83,2019,1,17,4.5,2019-01-17
86528,4,83,2019,1,18,2.4,2019-01-18
91581,4,83,2019,1,19,1.6,2019-01-19
96634,4,83,2019,1,20,6.5,2019-01-20
101687,4,83,2019,1,21,4.7,2019-01-21
106740,4,83,2019,1,22,4.2,2019-01-22
111793,4,83,2019,1,23,10.1,2019-01-23
116846,4,83,2019,1,24,12.7,2019-01-24
121899,4,83,2019,1,25,10.4,2019-01-25
126952,4,83,2019,1,26,6.5,2019-01-26
132005,4,83,2019,1,27,8.2,2019-01-27
137058,4,83,2019,1,28,9.3,2019-01-28
142111,4,83,2019,1,29,8.3,2019-01-29
147164,4,83,2019,1,30,7.4,2019-01-30
152217,4,83,2019,1,31,10.1,2019-01-31
628,4,83,2019,2,1,7.0,2019-02-01
5681,4,83,2019,2,2,5.4,2019-02-02
10734,4,83,2019,2,3,5.2,2019-02-03
15787,4,83,2019,2,4,4.4,2019-02-04
20840,4,83,2019,2,5,7.3,2019-02-05
25893,4,83,2019,2,6,8.1,2019-02-06
30946,4,83,2019,2,7,8.4,2019-02-07
35999,4,83,2019,2,8,7.5,2019-02-08
41052,4,83,2019,2,9,7.2,2019-02-09
46105,4,83,2019,2,10,8.8,2019-02-10
51158,4,83,2019,2,11,9.8,2019-02-11
56211,4,83,2019,2,12,8.0,2019-02-12
61264,4,83,2019,2,13,7.6,2019-02-13
66317,4,83,2019,2,14,7.0,2019-02-14
71370,4,83,2019,2,15,7.5,2019-02-15
76423,4,83,2019,2,16,9.9,2019-02-16
81476,4,83,2019,2,17,9.0,2019-02-17
86529,4,83,2019,2,18,9.1,2019-02-18
91582,4,83,2019,2,19,8.7,2019-02-19
96635,4,83,2019,2,20,8.3,2019-02-20
101688,4,83,2019,2,21,9.2,2019-02-21
106741,4,83,2019,2,22,9.3,2019-02-22
111794,4,83,2019,2,23,9.2,2019-02-23
116847,4,83,2019,2,24,10.9,2019-02-24
121900,4,83,2019,2,25,10.6,2019-02-25
126953,4,83,2019,2,26,11.6,2019-02-26
132006,4,83,2019,2,27,11.4,2019-02-27
137059,4,83,2019,2,28,10.6,2019-02-28
629,4,83,2019,3,1,11.7,2019-03-01
5682,4,83,2019,3,2,13.3,2019-03-02
10735,4,83,2019,3,3,11.8,2019-03-03
15788,4,83,2019,3,4,12.4,2019-03-04
20841,4,83,2019,3,5,12.2,2019-03-05
25894,4,83,2019,3,6,10.8,2019-03-06
30947,4,83,2019,3,7,8.5,2019-03-07
36000,4,83,2019,3,8,10.9,2019-03-08
41053,4,83,2019,3,9,11.3,2019-03-09
46106,4,83,2019,3,10,13.7,2019-03-10
51159,4,83,2019,3,11,14.3,2019-03-11
56212,4,83,2019,3,12,13.0,2019-03-12
61265,4,83,2019,3,13,11.9,2019-03-13
66318,4,83,2019,3,14,10.5,2019-03-14
71371,4,83,2019,3,15,12.8,2019-03-15
76424,4,83,2019,3,16,14.8,2019-03-16
81477,4,83,2019,3,17,14.6,2019-03-17
86530,4,83,2019,3,18,10.0,2019-03-18
91583,4,83,2019,3,19,10.8,2019-03-19
96636,4,83,2019,3,20,10.0,2019-03-20
101689,4,83,2019,3,21,10.3,2019-03-21
106742,4,83,2019,3,22,11.1,2019-03-22
111795,4,83,2019,3,23,13.2,2019-03-23
116848,4,83,2019,3,24,15.4,2019-03-24
121901,4,83,2019,3,25,14.4,2019-03-25
126954,4,83,2019,3,26,13.2,2019-03-26
132007,4,83,2019,3,27,12.3,2019-03-27
137060,4,83,2019,3,28,13.2,2019-03-28
142113,4,83,2019,3,29,12.5,2019-03-29
147166,4,83,2019,3,30,12.9,2019-03-30
152219,4,83,2019,3,31,11.2,2019-03-31
630,4,83,2019,4,1,12.5,2019-04-01
5683,4,83,2019,4,2,13.1,2019-04-02
10736,4,83,2019,4,3,12.1,2019-04-03
15789,4,83,2019,4,4,9.4,2019-04-04
20842,4,83,2019,4,5,6.8,2019-04-05
25895,4,83,2019,4,6,6.6,2019-04-06
30948,4,83,2019,4,7,8.4,2019-04-07
36001,4,83,2019,4,8,11.3,2019-04-08
41054,4,83,2019,4,9,9.2,2019-04-09
46107,4,83,2019,4,10,10.8,2019-04-10
51160,4,83,2019,4,11,11.1,2019-04-11
56213,4,83,2019,4,12,11.7,2019-04-12
61266,4,83,2019,4,13,13.2,2019-04-13
66319,4,83,2019,4,14,17.6,2019-04-14
71372,4,83,2019,4,15,17.0,2019-04-15
76425,4,83,2019,4,16,15.4,2019-04-16
81478,4,83,2019,4,17,16.6,2019-04-17
86531,4,83,2019,4,18,11.1,2019-04-18
91584,4,83,2019,4,19,10.3,2019-04-19
96637,4,83,2019,4,20,14.1,2019-04-20
101690,4,83,2019,4,21,11.0,2019-04-21
106743,4,83,2019,4,22,13.7,2019-04-22
111796,4,83,2019,4,23,10.8,2019-04-23
116849,4,83,2019,4,24,8.1,2019-04-24
121902,4,83,2019,4,25,10.2,2019-04-25
126955,4,83,2019,4,26,12.7,2019-04-26
132008,4,83,2019,4,27,14.3,2019-04-27
137061,4,83,2019,4,28,18.3,2019-04-28
142114,4,83,2019,4,29,19.9,2019-04-29
147167,4,83,2019,4,30,20.0,2019-04-30
631,4,83,2019,5,1,19.7,2019-05-01
5684,4,83,2019,5,2,19.8,2019-05-02
10737,4,83,2019,5,3,16.7,2019-05-03
15790,4,83,2019,5,4,15.4,2019-05-04
20843,4,83,2019,5,5,16.3,2019-05-05
25896,4,83,2019,5,6,17.4,2019-05-06
30949,4,83,2019,5,7,18.0,2019-05-07
36002,4,83,2019,5,8,16.5,2019-05-08
41055,4,83,2019,5,9,16.3,2019-05-09
46108,4,83,2019,5,10,19.6,2019-05-10
51161,4,83,2019,5,11,20.7,2019-05-11
56214,4,83,2019,5,12,19.4,2019-05-12
61267,4,83,2019,5,13,21.8,2019-05-13
66320,4,83,2019,5,14,22.2,2019-05-14
71373,4,83,2019,5,15,23.6,2019-05-15
76426,4,83,2019,5,16,21.7,2019-05-16
81479,4,83,2019,5,17,14.5,2019-05-17
86532,4,83,2019,5,18,14.3,2019-05-18
91585,4,83,2019,5,19,16.0,2019-05-19
96638,4,83,2019,5,20,16.6,2019-05-20
101691,4,83,2019,5,21,19.7,2019-05-21
106744,4,83,2019,5,22,21.3,2019-05-22
111797,4,83,2019,5,23,22.0,2019-05-23
116850,4,83,2019,5,24,20.1,2019-05-24
121903,4,83,2019,5,25,18.2,2019-05-25
126956,4,83,2019,5,26,19.4,2019-05-26
132009,4,83,2019,5,27,21.9,2019-05-27
137062,4,83,2019,5,28,19.9,2019-05-28
142115,4,83,2019,5,29,18.9,2019-05-29
147168,4,83,2019,5,30,22.7,2019-05-30
152221,4,83,2019,5,31,25.3,2019-05-31
632,4,83,2019,6,1,26.1,2019-06-01
5685,4,83,2019,6,2,27.2,2019-06-02
10738,4,83,2019,6,3,26.9,2019-06-03
15791,4,83,2019,6,4,23.9,2019-06-04
20844,4,83,2019,6,5,18.4,2019-06-05
25897,4,83,2019,6,6,18.0,2019-06-06
30950,4,83,2019,6,7,17.3,2019-06-07
36003,4,83,2019,6,8,20.9,2019-06-08
41056,4,83,2019,6,9,21.7,2019-06-09
46109,4,83,2019,6,10,21.1,2019-06-10
51162,4,83,2019,6,11,18.0,2019-06-11
56215,4,83,2019,6,12,18.2,2019-06-12
61268,4,83,2019,6,13,21.3,2019-06-13
66321,4,83,2019,6,14,20.7,2019-06-14
71374,4,83,2019,6,15,19.4,2019-06-15
76427,4,83,2019,6,16,22.1,2019-06-16
81480,4,83,2019,6,17,24.1,2019-06-17
86533,4,83,2019,6,18,25.5,2019-06-18
91586,4,83,2019,6,19,22.7,2019-06-19
96639,4,83,2019,6,20,23.0,2019-06-20
101692,4,83,2019,6,21,24.0,2019-06-21
106745,4,83,2019,6,22,24.6,2019-06-22
111798,4,83,2019,6,23,26.2,2019-06-23
116851,4,83,2019,6,24,26.6,2019-06-24
121904,4,83,2019,6,25,25.2,2019-06-25
126957,4,83,2019,6,26,33.1,2019-06-26
132010,4,83,2019,6,27,30.9,2019-06-27
137063,4,83,2019,6,28,32.5,2019-06-28
142116,4,83,2019,6,29,33.2,2019-06-29
147169,4,83,2019,6,30,32.8,2019-06-30
633,4,83,2019,7,1,30.2,2019-07-01
5686,4,83,2019,7,2,28.9,2019-07-02
10739,4,83,2019,7,3,28.7,2019-07-03
15792,4,83,2019,7,4,28.3,2019-07-04
20845,4,83,2019,7,5,28.2,2019-07-05
25898,4,83,2019,7,6,27.5,2019-07-06
30951,4,83,2019,7,7,27.6,2019-07-07
36004,4,83,2019,7,8,25.2,2019-07-08
41057,4,83,2019,7,9,23.3,2019-07-09
46110,4,83,2019,7,10,25.4,2019-07-10
51163,4,83,2019,7,11,28.9,2019-07-11
56216,4,83,2019,7,12,30.7,2019-07-12
61269,4,83,2019,7,13,30.8,2019-07-13
66322,4,83,2019,7,14,27.6,2019-07-14
71375,4,83,2019,7,15,28.7,2019-07-15
76428,4,83,2019,7,16,29.5,2019-07-16
81481,4,83,2019,7,17,28.4,2019-07-17
86534,4,83,2019,7,18,29.3,2019-07-18
91587,4,83,2019,7,19,30.3,2019-07-19
96640,4,83,2019,7,20,31.4,2019-07-20
101693,4,83,2019,7,21,31.5,2019-07-21
106746,4,83,2019,7,22,31.3,2019-07-22
111799,4,83,2019,7,23,30.9,2019-07-23
116852,4,83,2019,7,24,30.3,2019-07-24
121905,4,83,2019,7,25,30.8,2019-07-25
126958,4,83,2019,7,26,27.7,2019-07-26
132011,4,83,2019,7,27,23.6,2019-07-27
137064,4,83,2019,7,28,23.7,2019-07-28
142117,4,83,2019,7,29,26.1,2019-07-29
147170,4,83,2019,7,30,25.0,2019-07-30
152223,4,83,2019,7,31,25.7,2019-07-31
634,4,83,2019,8,1,27.7,2019-08-01
5687,4,83,2019,8,2,28.5,2019-08-02
10740,4,83,2019,8,3,29.3,2019-08-03
15793,4,83,2019,8,4,29.5,2019-08-04
20846,4,83,2019,8,5,29.3,2019-08-05
25899,4,83,2019,8,6,29.1,2019-08-06
30952,4,83,2019,8,7,26.0,2019-08-07
36005,4,83,2019,8,8,26.6,2019-08-08
41058,4,83,2019,8,9,26.7,2019-08-09
46111,4,83,2019,8,10,25.3,2019-08-10
51164,4,83,2019,8,11,24.9,2019-08-11
56217,4,83,2019,8,12,22.1,2019-08-12
61270,4,83,2019,8,13,23.1,2019-08-13
66323,4,83,2019,8,14,25.6,2019-08-14
71376,4,83,2019,8,15,27.4,2019-08-15
76429,4,83,2019,8,16,29.0,2019-08-16
81482,4,83,2019,8,17,29.6,2019-08-17
86535,4,83,2019,8,18,28.2,2019-08-18
91588,4,83,2019,8,19,27.6,2019-08-19
96641,4,83,2019,8,20,24.5,2019-08-20
101694,4,83,2019,8,21,24.0,2019-08-21
106747,4,83,2019,8,22,24.7,2019-08-22
111800,4,83,2019,8,23,26.0,2019-08-23
116853,4,83,2019,8,24,26.9,2019-08-24
121906,4,83,2019,8,25,27.4,2019-08-25
126959,4,83,2019,8,26,22.6,2019-08-26
132012,4,83,2019,8,27,21.6,2019-08-27
137065,4,83,2019,8,28,24.3,2019-08-28
142118,4,83,2019,8,29,26.1,2019-08-29
147171,4,83,2019,8,30,26.7,2019-08-30
152224,4,83,2019,8,31,24.8,2019-08-31
635,4,83,2019,9,1,25.5,2019-09-01
5688,4,83,2019,9,2,24.8,2019-09-02
10741,4,83,2019,9,3,26.4,2019-09-03
15794,4,83,2019,9,4,26.5,2019-09-04
20847,4,83,2019,9,5,22.1,2019-09-05
25900,4,83,2019,9,6,19.4,2019-09-06
30953,4,83,2019,9,7,21.3,2019-09-07
36006,4,83,2019,9,8,23.2,2019-09-08
41059,4,83,2019,9,9,22.8,2019-09-09
46112,4,83,2019,9,10,18.0,2019-09-10
51165,4,83,2019,9,11,19.7,2019-09-11
56218,4,83,2019,9,12,22.1,2019-09-12
61271,4,83,2019,9,13,19.6,2019-09-13
66324,4,83,2019,9,14,18.0,2019-09-14
71377,4,83,2019,9,15,19.1,2019-09-15
76430,4,83,2019,9,16,20.8,2019-09-16
81483,4,83,2019,9,17,21.4,2019-09-17
86536,4,83,2019,9,18,22.4,2019-09-18
91589,4,83,2019,9,19,22.8,2019-09-19
96642,4,83,2019,9,20,21.9,2019-09-20
101695,4,83,2019,9,21,18.6,2019-09-21
106748,4,83,2019,9,22,19.5,2019-09-22
111801,4,83,2019,9,23,18.3,2019-09-23
116854,4,83,2019,9,24,20.0,2019-09-24
121907,4,83,2019,9,25,20.4,2019-09-25
126960,4,83,2019,9,26,20.8,2019-09-26
132013,4,83,2019,9,27,21.4,2019-09-27
137066,4,83,2019,9,28,20.9,2019-09-28
142119,4,83,2019,9,29,20.7,2019-09-29
147172,4,83,2019,9,30,21.6,2019-09-30
636,4,83,2019,10,1,19.8,2019-10-01
5689,4,83,2019,10,2,19.4,2019-10-02
10742,4,83,2019,10,3,18.0,2019-10-03
15795,4,83,2019,10,4,19.6,2019-10-04
20848,4,83,2019,10,5,20.3,2019-10-05
25901,4,83,2019,10,6,20.6,2019-10-06
30954,4,83,2019,10,7,21.0,2019-10-07
36007,4,83,2019,10,8,21.3,2019-10-08
41060,4,83,2019,10,9,21.7,2019-10-09
46113,4,83,2019,10,10,20.4,2019-10-10
51166,4,83,2019,10,11,20.6,2019-10-11
56219,4,83,2019,10,12,22.2,2019-10-12
61272,4,83,2019,10,13,19.1,2019-10-13
66325,4,83,2019,10,14,16.3,2019-10-14
71378,4,83,2019,10,15,12.6,2019-10-15
76431,4,83,2019,10,16,13.9,2019-10-16
81484,4,83,2019,10,17,13.0,2019-10-17
86537,4,83,2019,10,18,16.9,2019-10-18
91590,4,83,2019,10,19,14.7,2019-10-19
96643,4,83,2019,10,20,11.4,2019-10-20
101696,4,83,2019,10,21,9.9,2019-10-21
106749,4,83,2019,10,22,9.7,2019-10-22
111802,4,83,2019,10,23,9.0,2019-10-23
116855,4,83,2019,10,24,12.7,2019-10-24
121908,4,83,2019,10,25,13.5,2019-10-25
126961,4,83,2019,10,26,14.3,2019-10-26
132014,4,83,2019,10,27,14.6,2019-10-27
137067,4,83,2019,10,28,16.6,2019-10-28
142120,4,83,2019,10,29,14.4,2019-10-29
147173,4,83,2019,10,30,14.7,2019-10-30
152226,4,83,2019,10,31,18.3,2019-10-31
637,4,83,2019,11,1,17.4,2019-11-01
5690,4,83,2019,11,2,16.3,2019-11-02
10743,4,83,2019,11,3,14.5,2019-11-03
15796,4,83,2019,11,4,13.9,2019-11-04
20849,4,83,2019,11,5,11.0,2019-11-05
25902,4,83,2019,11,6,11.5,2019-11-06
30955,4,83,2019,11,7,10.5,2019-11-07
36008,4,83,2019,11,8,8.5,2019-11-08
41061,4,83,2019,11,9,8.2,2019-11-09
46114,4,83,2019,11,10,8.2,2019-11-10
51167,4,83,2019,11,11,8.9,2019-11-11
56220,4,83,2019,11,12,8.9,2019-11-12
61273,4,83,2019,11,13,12.7,2019-11-13
66326,4,83,2019,11,14,8.2,2019-11-14
71379,4,83,2019,11,15,6.9,2019-11-15
76432,4,83,2019,11,16,6.4,2019-11-16
81485,4,83,2019,11,17,6.4,2019-11-17
86538,4,83,2019,11,18,7.5,2019-11-18
91591,4,83,2019,11,19,5.2,2019-11-19
96644,4,83,2019,11,20,5.1,2019-11-20
101697,4,83,2019,11,21,7.4,2019-11-21
106750,4,83,2019,11,22,9.3,2019-11-22
111803,4,83,2019,11,23,9.3,2019-11-23
116856,4,83,2019,11,24,9.5,2019-11-24
121909,4,83,2019,11,25,12.1,2019-11-25
126962,4,83,2019,11,26,11.9,2019-11-26
132015,4,83,2019,11,27,11.6,2019-11-27
137068,4,83,2019,11,28,10.5,2019-11-28
142121,4,83,2019,11,29,13.0,2019-11-29
147174,4,83,2019,11,30,12.7,2019-11-30
638,4,83,2019,12,1,8.0,2019-12-01
5691,4,83,2019,12,2,8.3,2019-12-02
10744,4,83,2019,12,3,6.8,2019-12-03
15797,4,83,2019,12,4,8.7,2019-12-04
20850,4,83,2019,12,5,10.0,2019-12-05
25903,4,83,2019,12,6,10.4,2019-12-06
30956,4,83,2019,12,7,7.4,2019-12-07
36009,4,83,2019,12,8,5.3,2019-12-08
41062,4,83,2019,12,9,8.2,2019-12-09
46115,4,83,2019,12,10,5.7,2019-12-10
51168,4,83,2019,12,11,6.5,2019-12-11
56221,4,83,2019,12,12,7.0,2019-12-12
61274,4,83,2019,12,13,12.8,2019-12-13
66327,4,83,2019,12,14,9.9,2019-12-14
71380,4,83,2019,12,15,9.9,2019-12-15
76433,4,83,2019,12,16,10.6,2019-12-16
81486,4,83,2019,12,17,9.8,2019-12-17
86539,4,83,2019,12,18,7.3,2019-12-18
91592,4,83,2019,12,19,10.6,2019-12-19
96645,4,83,2019,12,20,12.3,2019-12-20
101698,4,83,2019,12,21,13.5,2019-12-21
106751,4,83,2019,12,22,11.4,2019-12-22
111804,4,83,2019,12,23,10.4,2019-12-23
116857,4,83,2019,12,24,8.4,2019-12-24
121910,4,83,2019,12,25,9.1,2019-12-25
126963,4,83,2019,12,26,9.4,2019-12-26
132016,4,83,2019,12,27,7.5,2019-12-27
137069,4,83,2019,12,28,6.2,2019-12-28
142122,4,83,2019,12,29,6.0,2019-12-29
147175,4,83,2019,12,30,5.0,2019-12-30
152228,4,83,2019,12,31,5.2,2019-12-31
1730,4,83,2020,1,1,5.0,2020-01-01
6783,4,83,2020,1,2,4.6,2020-01-02
11836,4,83,2020,1,3,2.7,2020-01-03
16889,4,83,2020,1,4,4.8,2020-01-04
21942,4,83,2020,1,5,4.6,2020-01-05
26995,4,83,2020,1,6,4.9,2020-01-06
32048,4,83,2020,1,7,5.4,2020-01-07
37101,4,83,2020,1,8,6.1,2020-01-08
42154,4,83,2020,1,9,6.7,2020-01-09
47207,4,83,2020,1,10,7.7,2020-01-10
52260,4,83,2020,1,11,4.7,2020-01-11
57313,4,83,2020,1,12,2.8,2020-01-12
62366,4,83,2020,1,13,2.1,2020-01-13
67419,4,83,2020,1,14,2.7,2020-01-14
72472,4,83,2020,1,15,6.2,2020-01-15
77525,4,83,2020,1,16,9.7,2020-01-16
82578,4,83,2020,1,17,9.2,2020-01-17
87631,4,83,2020,1,18,7.0,2020-01-18
92684,4,83,2020,1,19,6.9,2020-01-19
97737,4,83,2020,1,20,4.0,2020-01-20
102790,4,83,2020,1,21,0.0,2020-01-21
107843,4,83,2020,1,22,0.0,2020-01-22
112896,4,83,2020,1,23,0.0,2020-01-23
117949,4,83,2020,1,24,0.0,2020-01-24
123002,4,83,2020,1,25,0.0,2020-01-25
128055,4,83,2020,1,26,0.0,2020-01-26
133108,4,83,2020,1,27,0.0,2020-01-27
138161,4,83,2020,1,28,0.0,2020-01-28
143214,4,83,2020,1,29,0.0,2020-01-29
148267,4,83,2020,1,30,-9.3,2020-01-30
153320,4,83,2020,1,31,11.6,2020-01-31
1731,4,83,2020,2,1,13.4,2020-02-01
6784,4,83,2020,2,2,11.3,2020-02-02
11837,4,83,2020,2,3,11.8,2020-02-03
16890,4,83,2020,2,4,9.0,2020-02-04
21943,4,83,2020,2,5,8.6,2020-02-05
26996,4,83,2020,2,6,5.9,2020-02-06
32049,4,83,2020,2,7,7.5,2020-02-07
37102,4,83,2020,2,8,7.6,2020-02-08
42155,4,83,2020,2,9,9.0,2020-02-09
47208,4,83,2020,2,10,11.0,2020-02-10
52261,4,83,2020,2,11,9.0,2020-02-11
57314,4,83,2020,2,12,10.3,2020-02-12
62367,4,83,2020,2,13,11.4,2020-02-13
67420,4,83,2020,2,14,9.7,2020-02-14
72473,4,83,2020,2,15,8.9,2020-02-15
77526,4,83,2020,2,16,9.8,2020-02-16
82579,4,83,2020,2,17,9.7,2020-02-17
87632,4,83,2020,2,18,8.9,2020-02-18
92685,4,83,2020,2,19,8.4,2020-02-19
97738,4,83,2020,2,20,8.1,2020-02-20
102791,4,83,2020,2,21,10.2,2020-02-21
107844,4,83,2020,2,22,10.4,2020-02-22
112897,4,83,2020,2,23,11.6,2020-02-23
117950,4,83,2020,2,24,11.1,2020-02-24
123003,4,83,2020,2,25,10.5,2020-02-25
128056,4,83,2020,2,26,11.1,2020-02-26
133109,4,83,2020,2,27,12.4,2020-02-27
138162,4,83,2020,2,28,12.3,2020-02-28
143215,4,83,2020,2,29,8.2,2020-02-29
1732,4,83,2020,3,1,0.0,2020-03-01
6785,4,83,2020,3,2,9.4,2020-03-02
11838,4,83,2020,3,3,-9.7,2020-03-03
26997,4,83,2020,3,6,0.0,2020-03-06
32050,4,83,2020,3,7,0.0,2020-03-07
37103,4,83,2020,3,8,0.0,2020-03-08
42156,4,83,2020,3,9,0.0,2020-03-09
47209,4,83,2020,3,10,0.0,2020-03-10
52262,4,83,2020,3,11,0.0,2020-03-11
57315,4,83,2020,3,12,0.0,2020-03-12
62368,4,83,2020,3,13,0.0,2020-03-13
67421,4,83,2020,3,14,0.0,2020-03-14
72474,4,83,2020,3,15,0.0,2020-03-15
77527,4,83,2020,3,16,0.0,2020-03-16
82580,4,83,2020,3,17,0.0,2020-03-17
87633,4,83,2020,3,18,0.0,2020-03-18
92686,4,83,2020,3,19,0.0,2020-03-19
97739,4,83,2020,3,20,0.0,2020-03-20
102792,4,83,2020,3,21,0.0,2020-03-21
107845,4,83,2020,3,22,0.0,2020-03-22
112898,4,83,2020,3,23,0.0,2020-03-23
117951,4,83,2020,3,24,0.0,2020-03-24
123004,4,83,2020,3,25,0.0,2020-03-25
128057,4,83,2020,3,26,0.0,2020-03-26
133110,4,83,2020,3,27,0.0,2020-03-27
138163,4,83,2020,3,28,0.0,2020-03-28
143216,4,83,2020,3,29,0.0,2020-03-29
148269,4,83,2020,3,30,0.0,2020-03-30
153322,4,83,2020,3,31,0.0,2020-03-31
1733,4,83,2020,4,1,0.0,2020-04-01
6786,4,83,2020,4,2,0.0,2020-04-02
11839,4,83,2020,4,3,0.0,2020-04-03
16892,4,83,2020,4,4,0.0,2020-04-04
21945,4,83,2020,4,5,0.0,2020-04-05
26998,4,83,2020,4,6,0.0,2020-04-06
32051,4,83,2020,4,7,0.0,2020-04-07
37104,4,83,2020,4,8,0.0,2020-04-08
42157,4,83,2020,4,9,0.0,2020-04-09
47210,4,83,2020,4,10,0.0,2020-04-10
52263,4,83,2020,4,11,0.0,2020-04-11
57316,4,83,2020,4,12,0.0,2020-04-12
62369,4,83,2020,4,13,0.0,2020-04-13
67422,4,83,2020,4,14,0.0,2020-04-14
72475,4,83,2020,4,15,0.0,2020-04-15
77528,4,83,2020,4,16,0.0,2020-04-16
82581,4,83,2020,4,17,0.0,2020-04-17
87634,4,83,2020,4,18,0.0,2020-04-18
92687,4,83,2020,4,19,0.0,2020-04-19
97740,4,83,2020,4,20,0.0,2020-04-20
102793,4,83,2020,4,21,0.0,2020-04-21
107846,4,83,2020,4,22,0.0,2020-04-22
112899,4,83,2020,4,23,0.0,2020-04-23
117952,4,83,2020,4,24,0.0,2020-04-24
123005,4,83,2020,4,25,0.0,2020-04-25
128058,4,83,2020,4,26,0.0,2020-04-26
133111,4,83,2020,4,27,0.0,2020-04-27
138164,4,83,2020,4,28,0.0,2020-04-28
148270,4,83,2020,4,30,0.0,2020-04-30
1734,4,83,2020,5,1,0.0,2020-05-01
6787,4,83,2020,5,2,0.0,2020-05-02
11840,4,83,2020,5,3,0.0,2020-05-03
16893,4,83,2020,5,4,0.0,2020-05-04
21946,4,83,2020,5,5,0.0,2020-05-05
26999,4,83,2020,5,6,0.0,2020-05-06
32052,4,83,2020,5,7,0.0,2020-05-07
37105,4,83,2020,5,8,0.0,2020-05-08
42158,4,83,2020,5,9,0.0,2020-05-09
47211,4,83,2020,5,10,0.0,2020-05-10
52264,4,83,2020,5,11,0.0,2020-05-11
57317,4,83,2020,5,12,0.0,2020-05-12
62370,4,83,2020,5,13,0.0,2020-05-13
67423,4,83,2020,5,14,0.0,2020-05-14
72476,4,83,2020,5,15,0.0,2020-05-15
77529,4,83,2020,5,16,0.0,2020-05-16
82582,4,83,2020,5,17,0.0,2020-05-17
87635,4,83,2020,5,18,0.0,2020-05-18
97741,4,83,2020,5,20,28.1,2020-05-20
102794,4,83,2020,5,21,22.4,2020-05-21
107847,4,83,2020,5,22,23.9,2020-05-22
112900,4,83,2020,5,23,24.9,2020-05-23
117953,4,83,2020,5,24,23.9,2020-05-24
123006,4,83,2020,5,25,23.0,2020-05-25
128059,4,83,2020,5,26,21.6,2020-05-26
133112,4,83,2020,5,27,23.7,2020-05-27
138165,4,83,2020,5,28,23.3,2020-05-28
143218,4,83,2020,5,29,24.1,2020-05-29
148271,4,83,2020,5,30,24.7,2020-05-30
153324,4,83,2020,5,31,22.8,2020-05-31
1735,4,83,2020,6,1,21.7,2020-06-01
6788,4,83,2020,6,2,23.0,2020-06-02
11841,4,83,2020,6,3,21.6,2020-06-03
16894,4,83,2020,6,4,19.3,2020-06-04
21947,4,83,2020,6,5,20.3,2020-06-05
27000,4,83,2020,6,6,21.8,2020-06-06
32053,4,83,2020,6,7,19.5,2020-06-07
37106,4,83,2020,6,8,16.8,2020-06-08
42159,4,83,2020,6,9,17.3,2020-06-09
47212,4,83,2020,6,10,19.0,2020-06-10
52265,4,83,2020,6,11,19.2,2020-06-11
57318,4,83,2020,6,12,14.7,2020-06-12
62371,4,83,2020,6,13,16.3,2020-06-13
67424,4,83,2020,6,14,19.0,2020-06-14
72477,4,83,2020,6,15,21.0,2020-06-15
77530,4,83,2020,6,16,20.6,2020-06-16
82583,4,83,2020,6,17,20.3,2020-06-17
87636,4,83,2020,6,18,21.7,2020-06-18
92689,4,83,2020,6,19,23.4,2020-06-19
97742,4,83,2020,6,20,24.6,2020-06-20
102795,4,83,2020,6,21,26.4,2020-06-21
107848,4,83,2020,6,22,27.6,2020-06-22
112901,4,83,2020,6,23,29.3,2020-06-23
117954,4,83,2020,6,24,27.9,2020-06-24
123007,4,83,2020,6,25,28.0,2020-06-25
128060,4,83,2020,6,26,25.9,2020-06-26
133113,4,83,2020,6,27,25.4,2020-06-27
138166,4,83,2020,6,28,27.2,2020-06-28
143219,4,83,2020,6,29,28.8,2020-06-29
148272,4,83,2020,6,30,30.0,2020-06-30
1736,4,83,2020,7,1,28.7,2020-07-01
6789,4,83,2020,7,2,26.7,2020-07-02
11842,4,83,2020,7,3,25.0,2020-07-03
16895,4,83,2020,7,4,26.7,2020-07-04
21948,4,83,2020,7,5,29.1,2020-07-05
27001,4,83,2020,7,6,30.4,2020-07-06
32054,4,83,2020,7,7,30.3,2020-07-07
37107,4,83,2020,7,8,29.8,2020-07-08
42160,4,83,2020,7,9,26.6,2020-07-09
47213,4,83,2020,7,10,26.4,2020-07-10
52266,4,83,2020,7,11,29.1,2020-07-11
57319,4,83,2020,7,12,26.9,2020-07-12
62372,4,83,2020,7,13,27.4,2020-07-13
67425,4,83,2020,7,14,26.5,2020-07-14
72478,4,83,2020,7,15,26.0,2020-07-15
