,ESTACION,MAGNITUD,ANO,MES,DIA,valor_medido,fecha
39524,59,83,2022,7,8,26.1,2022-07-08
44577,59,83,2022,7,9,28.7,2022-07-09
49630,59,83,2022,7,10,30.0,2022-07-10
54683,59,83,2022,7,11,29.8,2022-07-11
59736,59,83,2022,7,12,30.9,2022-07-12
64789,59,83,2022,7,13,31.4,2022-07-13
69842,59,83,2022,7,14,32.7,2022-07-14
74895,59,83,2022,7,15,31.3,2022-07-15
79948,59,83,2022,7,16,31.5,2022-07-16
85001,59,83,2022,7,17,31.6,2022-07-17
90054,59,83,2022,7,18,31.5,2022-07-18
95107,59,83,2022,7,19,29.2,2022-07-19
100160,59,83,2022,7,20,28.7,2022-07-20
105213,59,83,2022,7,21,29.8,2022-07-21
110266,59,83,2022,7,22,30.4,2022-07-22
115319,59,83,2022,7,23,29.5,2022-07-23
120372,59,83,2022,7,24,29.8,2022-07-24
125425,59,83,2022,7,25,30.5,2022-07-25
130478,59,83,2022,7,26,28.1,2022-07-26
135531,59,83,2022,7,27,28.0,2022-07-27
140584,59,83,2022,7,28,28.8,2022-07-28
145637,59,83,2022,7,29,29.1,2022-07-29
150690,59,83,2022,7,30,27.1,2022-07-30
155743,59,83,2022,7,31,28.6,2022-07-31
4154,59,83,2022,8,1,30.4,2022-08-01
9207,59,83,2022,8,2,30.5,2022-08-02
14260,59,83,2022,8,3,29.8,2022-08-03
19313,59,83,2022,8,4,29.4,2022-08-04
24366,59,83,2022,8,5,29.9,2022-08-05
29419,59,83,2022,8,6,29.3,2022-08-06
34472,59,83,2022,8,7,29.0,2022-08-07
39525,59,83,2022,8,8,28.7,2022-08-08
44578,59,83,2022,8,9,29.7,2022-08-09
49631,59,83,2022,8,10,30.5,2022-08-10
54684,59,83,2022,8,11,29.8,2022-08-11
59737,59,83,2022,8,12,29.6,2022-08-12
64790,59,83,2022,8,13,25.7,2022-08-13
69843,59,83,2022,8,14,24.6,2022-08-14
74896,59,83,2022,8,15,24.7,2022-08-15
79949,59,83,2022,8,16,24.4,2022-08-16
85002,59,83,2022,8,17,21.3,2022-08-17
90055,59,83,2022,8,18,21.0,2022-08-18
95108,59,83,2022,8,19,23.2,2022-08-19
100161,59,83,2022,8,20,25.9,2022-08-20
105214,59,83,2022,8,21,27.9,2022-08-21
110267,59,83,2022,8,22,27.5,2022-08-22
115320,59,83,2022,8,23,28.0,2022-08-23
120373,59,83,2022,8,24,28.7,2022-08-24
125426,59,83,2022,8,25,27.4,2022-08-25
130479,59,83,2022,8,26,25.1,2022-08-26
135532,59,83,2022,8,27,25.2,2022-08-27
140585,59,83,2022,8,28,26.8,2022-08-28
145638,59,83,2022,8,29,27.4,2022-08-29
150691,59,83,2022,8,30,26.9,2022-08-30
155744,59,83,2022,8,31,26.7,2022-08-31
4155,59,83,2022,9,1,24.5,2022-09-01
9208,59,83,2022,9,2,23.8,2022-09-02
14261,59,83,2022,9,3,22.9,2022-09-03
19314,59,83,2022,9,4,22.5,2022-09-04
24367,59,83,2022,9,5,21.7,2022-09-05
29420,59,83,2022,9,6,22.0,2022-09-06
34473,59,83,2022,9,7,21.0,2022-09-07
39526,59,83,2022,9,8,23.3,2022-09-08
44579,59,83,2022,9,9,25.3,2022-09-09
49632,59,83,2022,9,10,25.5,2022-09-10
54685,59,83,2022,9,11,26.3,2022-09-11
59738,59,83,2022,9,12,25.2,2022-09-12
64791,59,83,2022,9,13,20.9,2022-09-13
69844,59,83,2022,9,14,19.8,2022-09-14
74897,59,83,2022,9,15,19.9,2022-09-15
79950,59,83,2022,9,16,21.2,2022-09-16
85003,59,83,2022,9,17,21.2,2022-09-17
90056,59,83,2022,9,18,22.4,2022-09-18
95109,59,83,2022,9,19,22.3,2022-09-19
100162,59,83,2022,9,20,21.5,2022-09-20
105215,59,83,2022,9,21,21.7,2022-09-21
110268,59,83,2022,9,22,21.7,2022-09-22
115321,59,83,2022,9,23,22.2,2022-09-23
120374,59,83,2022,9,24,20.2,2022-09-24
125427,59,83,2022,9,25,15.3,2022-09-25
130480,59,83,2022,9,26,16.0,2022-09-26
135533,59,83,2022,9,27,16.5,2022-09-27
140586,59,83,2022,9,28,17.1,2022-09-28
145639,59,83,2022,9,29,14.4,2022-09-29
150692,59,83,2022,9,30,14.3,2022-09-30
4156,59,83,2022,10,1,15.6,2022-10-01
9209,59,83,2022,10,2,18.5,2022-10-02
14262,59,83,2022,10,3,19.9,2022-10-03
19315,59,83,2022,10,4,21.0,2022-10-04
24368,59,83,2022,10,5,20.7,2022-10-05
29421,59,83,2022,10,6,19.9,2022-10-06
34474,59,83,2022,10,7,18.4,2022-10-07
39527,59,83,2022,10,8,18.6,2022-10-08
44580,59,83,2022,10,9,18.8,2022-10-09
49633,59,83,2022,10,10,16.2,2022-10-10
54686,59,83,2022,10,11,17.0,2022-10-11
59739,59,83,2022,10,12,17.4,2022-10-12
64792,59,83,2022,10,13,18.4,2022-10-13
69845,59,83,2022,10,14,18.8,2022-10-14
74898,59,83,2022,10,15,19.0,2022-10-15
79951,59,83,2022,10,16,18.4,2022-10-16
85004,59,83,2022,10,17,18.9,2022-10-17
90057,59,83,2022,10,18,19.5,2022-10-18
95110,59,83,2022,10,19,19.4,2022-10-19
100163,59,83,2022,10,20,16.6,2022-10-20
105216,59,83,2022,10,21,15.7,2022-10-21
110269,59,83,2022,10,22,16.2,2022-10-22
115322,59,83,2022,10,23,15.4,2022-10-23
120375,59,83,2022,10,24,15.2,2022-10-24
125428,59,83,2022,10,25,16.8,2022-10-25
130481,59,83,2022,10,26,17.3,2022-10-26
135534,59,83,2022,10,27,17.9,2022-10-27
140587,59,83,2022,10,28,17.4,2022-10-28
145640,59,83,2022,10,29,16.9,2022-10-29
150693,59,83,2022,10,30,14.8,2022-10-30
155746,59,83,2022,10,31,13.1,2022-10-31
4157,59,83,2022,11,1,15.9,2022-11-01
9210,59,83,2022,11,2,15.0,2022-11-02
14263,59,83,2022,11,3,13.9,2022-11-03
19316,59,83,2022,11,4,11.0,2022-11-04
24369,59,83,2022,11,5,9.8,2022-11-05
29422,59,83,2022,11,6,10.8,2022-11-06
34475,59,83,2022,11,7,11.9,2022-11-07
39528,59,83,2022,11,8,12.6,2022-11-08
44581,59,83,2022,11,9,12.6,2022-11-09
49634,59,83,2022,11,10,10.9,2022-11-10
54687,59,83,2022,11,11,11.0,2022-11-11
59740,59,83,2022,11,12,13.2,2022-11-12
64793,59,83,2022,11,13,12.8,2022-11-13
69846,59,83,2022,11,14,11.8,2022-11-14
74899,59,83,2022,11,15,13.2,2022-11-15
79952,59,83,2022,11,16,11.9,2022-11-16
85005,59,83,2022,11,17,14.0,2022-11-17
90058,59,83,2022,11,18,10.5,2022-11-18
95111,59,83,2022,11,19,8.3,2022-11-19
100164,59,83,2022,11,20,10.2,2022-11-20
105217,59,83,2022,11,21,11.1,2022-11-21
110270,59,83,2022,11,22,8.1,2022-11-22
115323,59,83,2022,11,23,13.9,2022-11-23
120376,59,83,2022,11,24,11.8,2022-11-24
125429,59,83,2022,11,25,11.0,2022-11-25
130482,59,83,2022,11,26,6.5,2022-11-26
135535,59,83,2022,11,27,7.9,2022-11-27
140588,59,83,2022,11,28,8.5,2022-11-28
145641,59,83,2022,11,29,6.9,2022-11-29
150694,59,83,2022,11,30,7.9,2022-11-30
4158,59,83,2022,12,1,7.3,2022-12-01
9211,59,83,2022,12,2,4.8,2022-12-02
14264,59,83,2022,12,3,4.6,2022-12-03
19317,59,83,2022,12,4,4.1,2022-12-04
24370,59,83,2022,12,5,6.7,2022-12-05
29423,59,83,2022,12,6,10.1,2022-12-06
34476,59,83,2022,12,7,10.0,2022-12-07
39529,59,83,2022,12,8,9.2,2022-12-08
44582,59,83,2022,12,9,9.2,2022-12-09
49635,59,83,2022,12,10,9.4,2022-12-10
54688,59,83,2022,12,11,7.0,2022-12-11
59741,59,83,2022,12,12,11.4,2022-12-12
64794,59,83,2022,12,13,13.5,2022-12-13
69847,59,83,2022,12,14,11.5,2022-12-14
74900,59,83,2022,12,15,9.5,2022-12-15
79953,59,83,2022,12,16,8.7,2022-12-16
85006,59,83,2022,12,17,9.8,2022-12-17
90059,59,83,2022,12,18,7.9,2022-12-18
95112,59,83,2022,12,19,6.8,2022-12-19
100165,59,83,2022,12,20,7.4,2022-12-20
105218,59,83,2022,12,21,10.9,2022-12-21
110271,59,83,2022,12,22,11.9,2022-12-22
115324,59,83,2022,12,23,11.2,2022-12-23
120377,59,83,2022,12,24,9.8,2022-12-24
125430,59,83,2022,12,25,9.4,2022-12-25
130483,59,83,2022,12,26,9.7,2022-12-26
135536,59,83,2022,12,27,8.7,2022-12-27
140589,59,83,2022,12,28,8.3,2022-12-28
145642,59,83,2022,12,29,10.2,2022-12-29
150695,59,83,2022,12,30,11.3,2022-12-30
155748,59,83,2022,12,31,8.1,2022-12-31
5008,59,83,2023,1,1,9.3,2023-01-01
10061,59,83,2023,1,2,10.6,2023-01-02
15114,59,83,2023,1,3,8.2,2023-01-03
20167,59,83,2023,1,4,6.0,2023-01-04
25220,59,83,2023,1,5,6.5,2023-01-05
30273,59,83,2023,1,6,5.3,2023-01-06
35326,59,83,2023,1,7,3.8,2023-01-07
40379,59,83,2023,1,8,10.5,2023-01-08
45432,59,83,2023,1,9,10.6,2023-01-09
50485,59,83,2023,1,10,6.0,2023-01-10
55538,59,83,2023,1,11,7.2,2023-01-11
60591,59,83,2023,1,12,5.7,2023-01-12
65644,59,83,2023,1,13,6.4,2023-01-13
70697,59,83,2023,1,14,5.9,2023-01-14
75750,59,83,2023,1,15,6.4,2023-01-15
80803,59,83,2023,1,16,6.7,2023-01-16
85856,59,83,2023,1,17,8.0,2023-01-17
90909,59,83,2023,1,18,3.9,2023-01-18
95962,59,83,2023,1,19,4.9,2023-01-19
101015,59,83,2023,1,20,9.4,2023-01-20
106068,59,83,2023,1,21,5.7,2023-01-21
111121,59,83,2023,1,22,3.0,2023-01-22
116174,59,83,2023,1,23,3.0,2023-01-23
121227,59,83,2023,1,24,1.8,2023-01-24
126280,59,83,2023,1,25,3.3,2023-01-25
131333,59,83,2023,1,26,5.0,2023-01-26
136386,59,83,2023,1,27,3.3,2023-01-27
141439,59,83,2023,1,28,2.9,2023-01-28
146492,59,83,2023,1,29,1.5,2023-01-29
151545,59,83,2023,1,30,2.2,2023-01-30
156598,59,83,2023,1,31,3.1,2023-01-31
5009,59,83,2023,2,1,5.1,2023-02-01
10062,59,83,2023,2,2,5.9,2023-02-02
15115,59,83,2023,2,3,6.8,2023-02-03
20168,59,83,2023,2,4,8.2,2023-02-04
25221,59,83,2023,2,5,9.1,2023-02-05
30274,59,83,2023,2,6,5.8,2023-02-06
35327,59,83,2023,2,7,4.1,2023-02-07
40380,59,83,2023,2,8,5.6,2023-02-08
45433,59,83,2023,2,9,6.2,2023-02-09
50486,59,83,2023,2,10,4.6,2023-02-10
55539,59,83,2023,2,11,3.7,2023-02-11
60592,59,83,2023,2,12,6.8,2023-02-12
65645,59,83,2023,2,13,4.9,2023-02-13
70698,59,83,2023,2,14,5.6,2023-02-14
75751,59,83,2023,2,15,8.2,2023-02-15
80804,59,83,2023,2,16,7.5,2023-02-16
85857,59,83,2023,2,17,7.8,2023-02-17
90910,59,83,2023,2,18,7.6,2023-02-18
95963,59,83,2023,2,19,11.4,2023-02-19
101016,59,83,2023,2,20,12.5,2023-02-20
106069,59,83,2023,2,21,11.5,2023-02-21
111122,59,83,2023,2,22,10.4,2023-02-22
116175,59,83,2023,2,23,6.7,2023-02-23
121228,59,83,2023,2,24,4.3,2023-02-24
126281,59,83,2023,2,25,3.3,2023-02-25
131334,59,83,2023,2,26,4.1,2023-02-26
136387,59,83,2023,2,27,2.0,2023-02-27
141440,59,83,2023,2,28,1.9,2023-02-28
5010,59,83,2023,3,1,1.7,2023-03-01
10063,59,83,2023,3,2,3.4,2023-03-02
15116,59,83,2023,3,3,5.3,2023-03-03
20169,59,83,2023,3,4,5.5,2023-03-04
25222,59,83,2023,3,5,4.4,2023-03-05
30275,59,83,2023,3,6,8.7,2023-03-06
35328,59,83,2023,3,7,11.1,2023-03-07
40381,59,83,2023,3,8,12.5,2023-03-08
45434,59,83,2023,3,9,13.5,2023-03-09
50487,59,83,2023,3,10,13.9,2023-03-10
55540,59,83,2023,3,11,14.5,2023-03-11
60593,59,83,2023,3,12,15.3,2023-03-12
65646,59,83,2023,3,13,14.3,2023-03-13
70699,59,83,2023,3,14,11.8,2023-03-14
75752,59,83,2023,3,15,12.0,2023-03-15
80805,59,83,2023,3,16,14.0,2023-03-16
85858,59,83,2023,3,17,13.5,2023-03-17
90911,59,83,2023,3,18,11.5,2023-03-18
95964,59,83,2023,3,19,11.9,2023-03-19
101017,59,83,2023,3,20,12.5,2023-03-20
106070,59,83,2023,3,21,13.8,2023-03-21
111123,59,83,2023,3,22,14.4,2023-03-22
116176,59,83,2023,3,23,14.7,2023-03-23
121229,59,83,2023,3,24,13.2,2023-03-24
126282,59,83,2023,3,25,13.8,2023-03-25
131335,59,83,2023,3,26,15.0,2023-03-26
136388,59,83,2023,3,27,12.7,2023-03-27
141441,59,83,2023,3,28,13.9,2023-03-28
146494,59,83,2023,3,29,16.6,2023-03-29
151547,59,83,2023,3,30,17.1,2023-03-30
156600,59,83,2023,3,31,15.9,2023-03-31
5011,59,83,2023,4,1,13.7,2023-04-01
10064,59,83,2023,4,2,11.3,2023-04-02
15117,59,83,2023,4,3,11.4,2023-04-03
20170,59,83,2023,4,4,12.9,2023-04-04
25223,59,83,2023,4,5,12.4,2023-04-05
30276,59,83,2023,4,6,14.8,2023-04-06
35329,59,83,2023,4,7,15.3,2023-04-07
40382,59,83,2023,4,8,17.3,2023-04-08
45435,59,83,2023,4,9,18.3,2023-04-09
50488,59,83,2023,4,10,19.0,2023-04-10
55541,59,83,2023,4,11,18.5,2023-04-11
60594,59,83,2023,4,12,15.8,2023-04-12
65647,59,83,2023,4,13,11.4,2023-04-13
70700,59,83,2023,4,14,13.9,2023-04-14
75753,59,83,2023,4,15,15.9,2023-04-15
80806,59,83,2023,4,16,16.5,2023-04-16
85859,59,83,2023,4,17,16.2,2023-04-17
90912,59,83,2023,4,18,15.0,2023-04-18
95965,59,83,2023,4,19,16.5,2023-04-19
101018,59,83,2023,4,20,18.6,2023-04-20
106071,59,83,2023,4,21,18.6,2023-04-21
111124,59,83,2023,4,22,16.0,2023-04-22
116177,59,83,2023,4,23,16.6,2023-04-23
121230,59,83,2023,4,24,18.9,2023-04-24
126283,59,83,2023,4,25,20.9,2023-04-25
131336,59,83,2023,4,26,21.2,2023-04-26
136389,59,83,2023,4,27,22.3,2023-04-27
141442,59,83,2023,4,28,23.2,2023-04-28
146495,59,83,2023,4,29,21.9,2023-04-29
151548,59,83,2023,4,30,18.9,2023-04-30
5012,59,83,2023,5,1,18.8,2023-05-01
10065,59,83,2023,5,2,20.0,2023-05-02
15118,59,83,2023,5,3,21.7,2023-05-03
20171,59,83,2023,5,4,20.3,2023-05-04
25224,59,83,2023,5,5,19.6,2023-05-05
30277,59,83,2023,5,6,19.9,2023-05-06
35330,59,83,2023,5,7,20.8,2023-05-07
40383,59,83,2023,5,8,21.2,2023-05-08
45436,59,83,2023,5,9,22.0,2023-05-09
50489,59,83,2023,5,10,18.0,2023-05-10
55542,59,83,2023,5,11,15.1,2023-05-11
60595,59,83,2023,5,12,13.0,2023-05-12
65648,59,83,2023,5,13,13.5,2023-05-13
70701,59,83,2023,5,14,14.7,2023-05-14
75754,59,83,2023,5,15,14.3,2023-05-15
80807,59,83,2023,5,16,15.1,2023-05-16
85860,59,83,2023,5,17,14.7,2023-05-17
90913,59,83,2023,5,18,14.5,2023-05-18
95966,59,83,2023,5,19,14.3,2023-05-19
101019,59,83,2023,5,20,14.0,2023-05-20
106072,59,83,2023,5,21,15.1,2023-05-21
111125,59,83,2023,5,22,17.8,2023-05-22
116178,59,83,2023,5,23,16.9,2023-05-23
121231,59,83,2023,5,24,16.9,2023-05-24
126284,59,83,2023,5,25,17.0,2023-05-25
131337,59,83,2023,5,26,14.7,2023-05-26
136390,59,83,2023,5,27,16.7,2023-05-27
141443,59,83,2023,5,28,15.4,2023-05-28
146496,59,83,2023,5,29,16.0,2023-05-29
151549,59,83,2023,5,30,16.0,2023-05-30
156602,59,83,2023,5,31,18.3,2023-05-31
5013,59,83,2023,6,1,16.8,2023-06-01
10066,59,83,2023,6,2,17.5,2023-06-02
15119,59,83,2023,6,3,18.5,2023-06-03
20172,59,83,2023,6,4,19.6,2023-06-04
25225,59,83,2023,6,5,0.0,2023-06-05
30278,59,83,2023,6,6,21.1,2023-06-06
35331,59,83,2023,6,7,18.0,2023-06-07
40384,59,83,2023,6,8,17.8,2023-06-08
45437,59,83,2023,6,9,19.6,2023-06-09
50490,59,83,2023,6,10,21.5,2023-06-10
55543,59,83,2023,6,11,22.5,2023-06-11
60596,59,83,2023,6,12,21.8,2023-06-12
65649,59,83,2023,6,13,20.0,2023-06-13
70702,59,83,2023,6,14,21.4,2023-06-14
75755,59,83,2023,6,15,23.7,2023-06-15
80808,59,83,2023,6,16,25.9,2023-06-16
85861,59,83,2023,6,17,26.5,2023-06-17
90914,59,83,2023,6,18,24.2,2023-06-18
95967,59,83,2023,6,19,22.5,2023-06-19
101020,59,83,2023,6,20,22.7,2023-06-20
106073,59,83,2023,6,21,21.9,2023-06-21
111126,59,83,2023,6,22,22.0,2023-06-22
116179,59,83,2023,6,23,25.4,2023-06-23
121232,59,83,2023,6,24,27.2,2023-06-24
126285,59,83,2023,6,25,29.1,2023-06-25
131338,59,83,2023,6,26,29.3,2023-06-26
136391,59,83,2023,6,27,28.4,2023-06-27
141444,59,83,2023,6,28,28.3,2023-06-28
146497,59,83,2023,6,29,27.2,2023-06-29
151550,59,83,2023,6,30,22.0,2023-06-30
5014,59,83,2023,7,1,24.6,2023-07-01
10067,59,83,2023,7,2,26.7,2023-07-02
15120,59,83,2023,7,3,27.4,2023-07-03
20173,59,83,2023,7,4,27.1,2023-07-04
25226,59,83,2023,7,5,26.4,2023-07-05
30279,59,83,2023,7,6,27.0,2023-07-06
35332,59,83,2023,7,7,26.7,2023-07-07
40385,59,83,2023,7,8,26.8,2023-07-08
45438,59,83,2023,7,9,26.6,2023-07-09
50491,59,83,2023,7,10,29.3,2023-07-10
55544,59,83,2023,7,11,30.7,2023-07-11
60597,59,83,2023,7,12,27.5,2023-07-12
65650,59,83,2023,7,13,28.0,2023-07-13
70703,59,83,2023,7,14,28.8,2023-07-14
75756,59,83,2023,7,15,26.8,2023-07-15
80809,59,83,2023,7,16,26.1,2023-07-16
85862,59,83,2023,7,17,28.8,2023-07-17
90915,59,83,2023,7,18,31.5,2023-07-18
95968,59,83,2023,7,19,31.8,2023-07-19
101021,59,83,2023,7,20,28.4,2023-07-20
106074,59,83,2023,7,21,26.3,2023-07-21
111127,59,83,2023,7,22,25.1,2023-07-22
116180,59,83,2023,7,23,26.7,2023-07-23
121233,59,83,2023,7,24,26.3,2023-07-24
126286,59,83,2023,7,25,24.2,2023-07-25
131339,59,83,2023,7,26,25.0,2023-07-26
136392,59,83,2023,7,27,26.6,2023-07-27
141445,59,83,2023,7,28,27.3,2023-07-28
146498,59,83,2023,7,29,27.7,2023-07-29
151551,59,83,2023,7,30,29.1,2023-07-30
156604,59,83,2023,7,31,29.5,2023-07-31
5015,59,83,2023,8,1,29.1,2023-08-01
10068,59,83,2023,8,2,28.3,2023-08-02
15121,59,83,2023,8,3,26.1,2023-08-03
20174,59,83,2023,8,4,21.0,2023-08-04
25227,59,83,2023,8,5,23.4,2023-08-05
30280,59,83,2023,8,6,26.8,2023-08-06
35333,59,83,2023,8,7,26.4,2023-08-07
40386,59,83,2023,8,8,29.2,2023-08-08
45439,59,83,2023,8,9,31.1,2023-08-09
50492,59,83,2023,8,10,31.4,2023-08-10
55545,59,83,2023,8,11,29.6,2023-08-11
60598,59,83,2023,8,12,30.4,2023-08-12
65651,59,83,2023,8,13,29.5,2023-08-13
70704,59,83,2023,8,14,28.2,2023-08-14
75757,59,83,2023,8,15,27.5,2023-08-15
80810,59,83,2023,8,16,27.6,2023-08-16
85863,59,83,2023,8,17,27.7,2023-08-17
90916,59,83,2023,8,18,27.4,2023-08-18
95969,59,83,2023,8,19,28.2,2023-08-19
101022,59,83,2023,8,20,29.7,2023-08-20
106075,59,83,2023,8,21,31.1,2023-08-21
111128,59,83,2023,8,22,31.7,2023-08-22
116181,59,83,2023,8,23,31.0,2023-08-23
121234,59,83,2023,8,24,30.5,2023-08-24
126287,59,83,2023,8,25,31.2,2023-08-25
131340,59,83,2023,8,26,27.4,2023-08-26
136393,59,83,2023,8,27,19.4,2023-08-27
141446,59,83,2023,8,28,20.6,2023-08-28
146499,59,83,2023,8,29,21.7,2023-08-29
151552,59,83,2023,8,30,21.5,2023-08-30
156605,59,83,2023,8,31,23.5,2023-08-31
5016,59,83,2023,9,1,24.3,2023-09-01
10069,59,83,2023,9,2,18.4,2023-09-02
15122,59,83,2023,9,3,17.2,2023-09-03
20175,59,83,2023,9,4,19.0,2023-09-04
25228,59,83,2023,9,5,21.6,2023-09-05
30281,59,83,2023,9,6,23.1,2023-09-06
35334,59,83,2023,9,7,23.6,2023-09-07
40387,59,83,2023,9,8,24.5,2023-09-08
45440,59,83,2023,9,9,23.3,2023-09-09
50493,59,83,2023,9,10,22.3,2023-09-10
55546,59,83,2023,9,11,20.8,2023-09-11
60599,59,83,2023,9,12,20.4,2023-09-12
65652,59,83,2023,9,13,21.0,2023-09-13
70705,59,83,2023,9,14,21.9,2023-09-14
75758,59,83,2023,9,15,20.4,2023-09-15
80811,59,83,2023,9,16,18.7,2023-09-16
85864,59,83,2023,9,17,17.2,2023-09-17
90917,59,83,2023,9,18,17.0,2023-09-18
95970,59,83,2023,9,19,18.4,2023-09-19
101023,59,83,2023,9,20,18.6,2023-09-20
106076,59,83,2023,9,21,16.3,2023-09-21
111129,59,83,2023,9,22,16.2,2023-09-22
116182,59,83,2023,9,23,16.0,2023-09-23
121235,59,83,2023,9,24,18.1,2023-09-24
126288,59,83,2023,9,25,20.1,2023-09-25
131341,59,83,2023,9,26,20.2,2023-09-26
136394,59,83,2023,9,27,20.6,2023-09-27
141447,59,83,2023,9,28,21.4,2023-09-28
146500,59,83,2023,9,29,22.4,2023-09-29
151553,59,83,2023,9,30,22.7,2023-09-30
